FLIGHT_DATE,FLIGHT_TIME,TIME_OF_DAY,AIRLINE_CD,FLIGHT_NO,DEPARTURE_STATION_CD,ARRIVAL_STATION_CD,ARRIVAL_COUNTRY,ARRIVAL_REGION,HAUL,AIRCRAFT_TYPE,FIRST_CLASS_SEATS,BUSINESS_CLASS_SEATS,ECONOMY_SEATS,TIER1_ELIGIBLE_PAX,TIER2_ELIGIBLE_PAX,TIER3_ELIGIBLE_PAX
6/29/2025,7:37,Morning,BA,BA4667,LHR,IST,Turkey,Europe,SHORT,A320,0,16,164,0,17,57
5/4/2025,20:06,Evening,BA,BA8201,LHR,DFW,USA,North America,LONG,B777,8,49,178,1,17,56
9/26/2025,11:43,Morning,BA,BA7561,LHR,DXB,UAE,Middle East,LONG,B777,0,32,304,0,14,49
10/28/2025,8:37,Morning,BA,BA4335,LHR,ORD,USA,North America,LONG,B777,0,32,300,0,7,27
10/1/2025,20:32,Evening,BA,BA1992,LHR,DFW,USA,North America,LONG,B777,0,48,224,0,6,25
9/2/2025,14:34,Afternoon,BA,BA8263,LHR,LAX,USA,North America,LONG,A380,14,97,358,0,0,4
4/7/2025,15:33,Afternoon,BA,BA4964,LHR,JFK,USA,North America,LONG,B777,0,32,300,1,19,62
9/18/2025,21:53,Evening,BA,BA3007,LHR,IST,Turkey,Europe,SHORT,A320,0,18,162,0,10,38
9/24/2025,11:01,Morning,BA,BA5856,LHR,IST,Turkey,Europe,SHORT,A320,0,9,171,0,5,23
7/2/2025,22:52,Evening,BA,BA6205,LHR,IST,Turkey,Europe,SHORT,A320,0,8,172,0,15,51
6/9/2025,7:31,Morning,BA,BA2415,LHR,MUC,Germany,Europe,SHORT,A320,0,11,169,0,2,15
8/23/2025,8:53,Morning,BA,BA6707,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,1,179,1,10,37
7/3/2025,11:01,Morning,BA,BA2917,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,18,162,0,7,28
9/18/2025,11:04,Morning,BA,BA7133,LHR,HND,Japan,Asia,LONG,B787,8,48,200,1,11,40
8/22/2025,16:17,Afternoon,BA,BA5241,LHR,HND,Japan,Asia,LONG,A350,0,56,275,1,7,29
4/5/2025,18:25,Evening,BA,BA4817,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,15,165,1,0,8
9/9/2025,8:45,Morning,BA,BA3998,LHR,JFK,USA,North America,LONG,A350,0,56,275,0,8,31
6/25/2025,18:04,Evening,BA,BA8273,LHR,MAD,Spain,Europe,SHORT,A320,0,4,176,0,14,47
7/26/2025,16:03,Afternoon,BA,BA2068,LHR,IST,Turkey,Europe,SHORT,A320,0,20,160,1,8,30
9/6/2025,7:29,Morning,BA,BA1207,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,14,166,1,12,42
5/29/2025,7:15,Morning,BA,BA8319,LHR,ORD,USA,North America,LONG,B777,8,49,178,1,2,14
7/21/2025,7:56,Morning,BA,BA7665,LHR,VIE,Austria,Europe,SHORT,A320,0,11,169,0,8,30
9/25/2025,10:55,Morning,BA,BA4667,LHR,BCN,Spain,Europe,SHORT,A320,0,15,165,0,4,21
4/13/2025,7:35,Morning,BA,BA6457,LHR,FRA,Germany,Europe,SHORT,A320,0,8,172,0,12,42
9/11/2025,22:09,Evening,BA,BA5217,LHR,MAD,Spain,Europe,SHORT,A320,0,13,167,1,8,31
4/16/2025,19:16,Evening,BA,BA4511,LHR,HND,Japan,Asia,LONG,A350,0,56,275,0,12,41
8/28/2025,9:36,Morning,BA,BA7600,LHR,MAD,Spain,Europe,SHORT,A320,0,4,176,0,14,47
8/9/2025,9:46,Morning,BA,BA6129,LHR,VIE,Austria,Europe,SHORT,A320,0,16,164,1,12,41
10/22/2025,21:09,Evening,BA,BA1851,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,2,178,0,9,35
7/13/2025,10:02,Morning,BA,BA6127,LHR,LAX,USA,North America,LONG,B787,8,42,166,0,2,15
6/26/2025,20:23,Evening,BA,BA1318,LHR,ORD,USA,North America,LONG,B787,8,48,200,0,8,30
10/20/2025,18:36,Evening,BA,BA9253,LHR,LAX,USA,North America,LONG,B777,0,48,224,0,5,22
4/7/2025,14:52,Afternoon,BA,BA2674,LHR,MUC,Germany,Europe,SHORT,A320,0,0,180,0,6,25
7/18/2025,19:09,Evening,BA,BA2980,LHR,JFK,USA,North America,LONG,B787,0,35,179,0,6,24
10/2/2025,9:29,Morning,BA,BA2147,LHR,HND,Japan,Asia,LONG,B777,0,32,300,0,2,15
8/3/2025,22:08,Evening,BA,BA8443,LHR,BCN,Spain,Europe,SHORT,A320,0,16,164,0,0,0
9/14/2025,18:16,Evening,BA,BA4921,LHR,HND,Japan,Asia,LONG,A380,14,97,358,0,4,20
6/29/2025,9:57,Morning,BA,BA2040,LHR,HND,Japan,Asia,LONG,A350,0,56,275,1,9,33
10/26/2025,15:54,Afternoon,BA,BA3458,LHR,DFW,USA,North America,LONG,B787,0,31,173,0,0,9
7/28/2025,13:31,Lunchtime,BA,BA3596,LHR,HND,Japan,Asia,LONG,B787,8,42,166,0,8,31
4/20/2025,12:52,Lunchtime,BA,BA9028,LHR,LAX,USA,North America,LONG,B787,8,42,166,0,18,60
8/4/2025,18:08,Evening,BA,BA8050,LHR,HND,Japan,Asia,LONG,A380,14,97,358,0,13,46
6/10/2025,6:10,Morning,BA,BA7615,LHR,LAX,USA,North America,LONG,A350,0,56,275,0,17,56
8/17/2025,19:40,Evening,BA,BA3524,LHR,AMS,Netherlands,Europe,SHORT,A320,0,3,177,0,10,36
6/24/2025,12:04,Lunchtime,BA,BA6111,LHR,BCN,Spain,Europe,SHORT,A320,0,17,163,1,14,49
8/4/2025,15:19,Afternoon,BA,BA3018,LHR,AMS,Netherlands,Europe,SHORT,A320,0,1,179,0,4,19
6/19/2025,19:01,Evening,BA,BA5471,LHR,AMS,Netherlands,Europe,SHORT,A320,0,1,179,1,4,20
4/19/2025,16:51,Afternoon,BA,BA1005,LHR,CDG,France,Europe,SHORT,A320,0,1,179,0,0,0
6/9/2025,18:13,Evening,BA,BA9761,LHR,JFK,USA,North America,LONG,A350,0,56,275,0,14,49
6/18/2025,21:58,Evening,BA,BA9002,LHR,VIE,Austria,Europe,SHORT,A320,0,4,176,0,16,54
8/26/2025,13:06,Lunchtime,BA,BA5062,LHR,DXB,UAE,Middle East,LONG,B777,0,32,304,1,5,22
6/13/2025,21:38,Evening,BA,BA3043,LHR,DFW,USA,North America,LONG,B777,0,32,304,0,6,26
4/28/2025,8:46,Morning,BA,BA1436,LHR,DXB,UAE,Middle East,LONG,B787,8,42,166,0,4,19
9/27/2025,7:24,Morning,BA,BA5766,LHR,ORD,USA,North America,LONG,B777,0,32,300,0,10,36
6/5/2025,8:05,Morning,BA,BA4178,LHR,ORD,USA,North America,LONG,A350,0,56,275,0,14,48
7/16/2025,18:14,Evening,BA,BA6127,LHR,HND,Japan,Asia,LONG,A350,0,56,275,2,0,3
7/5/2025,7:13,Morning,BA,BA8859,LHR,HND,Japan,Asia,LONG,B777,0,32,304,0,10,37
6/28/2025,18:11,Evening,BA,BA5358,LHR,AMS,Netherlands,Europe,SHORT,A320,0,6,174,1,6,26
8/30/2025,15:46,Afternoon,BA,BA9737,LHR,BCN,Spain,Europe,SHORT,A320,0,9,171,1,8,32
10/17/2025,21:29,Evening,BA,BA1504,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,19,161,0,10,37
9/21/2025,21:44,Evening,BA,BA8574,LHR,HND,Japan,Asia,LONG,B777,0,32,300,0,7,27
4/30/2025,19:22,Evening,BA,BA1868,LHR,DXB,UAE,Middle East,LONG,B777,0,48,224,1,7,29
6/23/2025,16:21,Afternoon,BA,BA1682,LHR,DFW,USA,North America,LONG,A380,14,97,358,0,7,27
4/23/2025,6:02,Morning,BA,BA5029,LHR,HND,Japan,Asia,LONG,B777,0,48,224,0,13,45
6/5/2025,10:18,Morning,BA,BA5066,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,5,175,0,10,37
10/14/2025,15:57,Afternoon,BA,BA9350,LHR,BCN,Spain,Europe,SHORT,A320,0,2,178,1,9,34
9/28/2025,7:10,Morning,BA,BA9921,LHR,HND,Japan,Asia,LONG,B777,0,32,300,1,1,10
6/15/2025,17:04,Afternoon,BA,BA3560,LHR,LAX,USA,North America,LONG,B777,0,32,300,1,6,24
8/18/2025,13:39,Lunchtime,BA,BA4413,LHR,DFW,USA,North America,LONG,B777,0,32,304,0,13,44
6/17/2025,19:23,Evening,BA,BA1595,LHR,JFK,USA,North America,LONG,A350,0,56,275,0,8,31
10/10/2025,21:28,Evening,BA,BA9640,LHR,DFW,USA,North America,LONG,A350,0,56,275,0,11,41
7/19/2025,15:21,Afternoon,BA,BA2291,LHR,FRA,Germany,Europe,SHORT,A320,0,17,163,1,17,58
5/5/2025,12:35,Lunchtime,BA,BA9974,LHR,CDG,France,Europe,SHORT,A320,0,20,160,3,13,47
5/9/2025,9:09,Morning,BA,BA7830,LHR,MUC,Germany,Europe,SHORT,A320,0,6,174,0,8,32
9/15/2025,6:58,Morning,BA,BA9330,LHR,JFK,USA,North America,LONG,A350,0,56,275,0,5,22
6/16/2025,19:45,Evening,BA,BA5299,LHR,MAD,Spain,Europe,SHORT,A320,0,4,176,0,0,0
6/7/2025,21:42,Evening,BA,BA8782,LHR,DXB,UAE,Middle East,LONG,B777,8,49,178,1,7,28
9/25/2025,13:34,Lunchtime,BA,BA5841,LHR,MAD,Spain,Europe,SHORT,A320,0,19,161,0,6,25
5/27/2025,14:54,Afternoon,BA,BA1305,LHR,FRA,Germany,Europe,SHORT,A320,0,19,161,0,10,36
5/17/2025,18:02,Evening,BA,BA1364,LHR,LAX,USA,North America,LONG,B787,0,35,179,3,7,28
5/30/2025,21:55,Evening,BA,BA4269,LHR,VIE,Austria,Europe,SHORT,A320,0,19,161,1,6,25
4/25/2025,7:03,Morning,BA,BA9270,LHR,DFW,USA,North America,LONG,B777,0,48,224,0,0,3
4/24/2025,13:59,Lunchtime,BA,BA3502,LHR,DFW,USA,North America,LONG,B777,0,32,300,2,3,16
4/5/2025,7:09,Morning,BA,BA8473,LHR,ORD,USA,North America,LONG,B787,8,48,200,0,10,38
7/20/2025,22:43,Evening,BA,BA6727,LHR,LAX,USA,North America,LONG,A350,0,56,275,0,17,57
9/26/2025,8:49,Morning,BA,BA4625,LHR,ORD,USA,North America,LONG,A350,0,56,275,0,7,29
6/2/2025,7:43,Morning,BA,BA9573,LHR,JFK,USA,North America,LONG,B777,0,32,304,1,10,35
8/26/2025,22:09,Evening,BA,BA5802,LHR,CDG,France,Europe,SHORT,A320,0,7,173,1,13,45
4/2/2025,8:11,Morning,BA,BA4504,LHR,ORD,USA,North America,LONG,B787,8,42,166,0,3,18
10/27/2025,11:31,Morning,BA,BA4983,LHR,AMS,Netherlands,Europe,SHORT,A320,0,17,163,3,10,36
4/8/2025,18:07,Evening,BA,BA3046,LHR,ORD,USA,North America,LONG,A350,0,56,275,0,4,19
7/3/2025,9:01,Morning,BA,BA3806,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,0,180,1,12,44
4/17/2025,7:14,Morning,BA,BA8581,LHR,MUC,Germany,Europe,SHORT,A320,0,12,168,1,9,33
7/29/2025,16:14,Afternoon,BA,BA7000,LHR,VIE,Austria,Europe,SHORT,A320,0,5,175,0,9,35
6/1/2025,13:40,Lunchtime,BA,BA4886,LHR,AMS,Netherlands,Europe,SHORT,A320,0,1,179,0,3,18
8/3/2025,11:00,Morning,BA,BA7446,LHR,JFK,USA,North America,LONG,B787,0,31,173,2,12,41
10/3/2025,8:21,Morning,BA,BA4057,LHR,HND,Japan,Asia,LONG,B777,0,32,300,0,19,63
10/11/2025,11:57,Morning,BA,BA4377,LHR,VIE,Austria,Europe,SHORT,A320,0,18,162,1,2,15
6/26/2025,9:28,Morning,BA,BA3886,LHR,HND,Japan,Asia,LONG,B777,0,48,224,0,6,25
5/1/2025,17:25,Afternoon,BA,BA3975,LHR,ORD,USA,North America,LONG,A350,0,56,275,1,9,34
10/17/2025,6:28,Morning,BA,BA4443,LHR,FRA,Germany,Europe,SHORT,A320,0,16,164,0,12,43
5/7/2025,6:07,Morning,BA,BA5464,LHR,DXB,UAE,Middle East,LONG,B787,8,48,200,0,5,22
9/3/2025,6:35,Morning,BA,BA5951,LHR,VIE,Austria,Europe,SHORT,A320,0,0,180,0,0,0
8/20/2025,7:59,Morning,BA,BA1212,LHR,ORD,USA,North America,LONG,B777,0,32,300,1,15,52
8/12/2025,11:22,Morning,BA,BA5194,LHR,DFW,USA,North America,LONG,B787,8,48,200,0,12,42
5/28/2025,17:24,Afternoon,BA,BA8642,LHR,IST,Turkey,Europe,SHORT,A320,0,12,168,0,0,3
10/9/2025,17:02,Afternoon,BA,BA6379,LHR,MUC,Germany,Europe,SHORT,A320,0,20,160,2,4,21
4/25/2025,18:29,Evening,BA,BA5065,LHR,IST,Turkey,Europe,SHORT,A320,0,10,170,1,16,55
4/21/2025,12:22,Lunchtime,BA,BA5150,LHR,FRA,Germany,Europe,SHORT,A320,0,9,171,0,16,53
10/26/2025,12:59,Lunchtime,BA,BA3185,LHR,IST,Turkey,Europe,SHORT,A320,0,0,180,6,13,45
10/9/2025,8:33,Morning,BA,BA4107,LHR,BCN,Spain,Europe,SHORT,A320,0,10,170,1,7,28
4/5/2025,12:54,Lunchtime,BA,BA3390,LHR,BCN,Spain,Europe,SHORT,A320,0,10,170,0,8,32
9/15/2025,10:23,Morning,BA,BA9530,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,13,167,0,7,28
9/19/2025,10:17,Morning,BA,BA2502,LHR,DXB,UAE,Middle East,LONG,B777,0,32,300,1,14,48
5/7/2025,18:54,Evening,BA,BA5654,LHR,IST,Turkey,Europe,SHORT,A320,0,7,173,1,3,17
8/3/2025,17:15,Afternoon,BA,BA5705,LHR,ORD,USA,North America,LONG,B777,0,32,300,0,3,18
9/27/2025,8:01,Morning,BA,BA4609,LHR,IST,Turkey,Europe,SHORT,A320,0,15,165,0,13,46
5/6/2025,16:22,Afternoon,BA,BA2725,LHR,ORD,USA,North America,LONG,B777,0,32,304,0,8,30
9/29/2025,22:18,Evening,BA,BA5508,LHR,FRA,Germany,Europe,SHORT,A320,0,4,176,0,15,52
9/22/2025,11:46,Morning,BA,BA2110,LHR,LAX,USA,North America,LONG,B777,0,32,300,0,4,20
6/5/2025,7:33,Morning,BA,BA8304,LHR,MUC,Germany,Europe,SHORT,A320,0,19,161,0,7,29
6/19/2025,16:50,Afternoon,BA,BA6173,LHR,FRA,Germany,Europe,SHORT,A320,0,18,162,1,3,16
9/20/2025,18:15,Evening,BA,BA9004,LHR,CDG,France,Europe,SHORT,A320,0,4,176,1,8,30
4/26/2025,20:20,Evening,BA,BA2445,LHR,LAX,USA,North America,LONG,B777,0,48,224,0,0,7
10/29/2025,14:52,Afternoon,BA,BA2005,LHR,VIE,Austria,Europe,SHORT,A320,0,16,164,0,5,23
4/12/2025,11:55,Morning,BA,BA1176,LHR,BCN,Spain,Europe,SHORT,A320,0,7,173,0,0,8
5/9/2025,15:54,Afternoon,BA,BA5596,LHR,MAD,Spain,Europe,SHORT,A320,0,15,165,0,12,41
8/29/2025,13:15,Lunchtime,BA,BA1707,LHR,CDG,France,Europe,SHORT,A320,0,11,169,3,12,41
8/21/2025,11:39,Morning,BA,BA8156,LHR,MAD,Spain,Europe,SHORT,A320,0,6,174,1,0,3
9/9/2025,12:42,Lunchtime,BA,BA6008,LHR,BCN,Spain,Europe,SHORT,A320,0,13,167,0,15,51
5/5/2025,11:26,Morning,BA,BA9956,LHR,DFW,USA,North America,LONG,B777,0,32,304,0,21,69
4/6/2025,20:02,Evening,BA,BA6001,LHR,LAX,USA,North America,LONG,B777,8,49,178,0,8,31
9/7/2025,22:03,Evening,BA,BA9373,LHR,JFK,USA,North America,LONG,A350,0,56,275,0,4,20
10/30/2025,19:16,Evening,BA,BA6339,LHR,VIE,Austria,Europe,SHORT,A320,0,16,164,0,23,74
10/24/2025,21:52,Evening,BA,BA9401,LHR,DXB,UAE,Middle East,LONG,A350,0,56,275,1,1,10
7/30/2025,17:39,Afternoon,BA,BA3474,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,4,176,1,8,31
10/2/2025,17:31,Afternoon,BA,BA3950,LHR,MUC,Germany,Europe,SHORT,A320,0,9,171,0,9,33
8/15/2025,10:48,Morning,BA,BA4826,LHR,IST,Turkey,Europe,SHORT,A320,0,17,163,1,15,51
4/14/2025,17:42,Afternoon,BA,BA6870,LHR,AMS,Netherlands,Europe,SHORT,A320,0,0,180,1,10,36
5/11/2025,11:16,Morning,BA,BA6478,LHR,IST,Turkey,Europe,SHORT,A320,0,10,170,1,5,23
7/17/2025,18:22,Evening,BA,BA4010,LHR,ORD,USA,North America,LONG,B787,8,48,200,3,3,15
10/2/2025,9:50,Morning,BA,BA1111,LHR,ORD,USA,North America,LONG,B777,0,32,300,0,6,25
5/24/2025,6:41,Morning,BA,BA1690,LHR,BCN,Spain,Europe,SHORT,A320,0,13,167,0,2,15
4/3/2025,8:29,Morning,BA,BA6242,LHR,HND,Japan,Asia,LONG,B787,8,48,200,2,8,31
4/14/2025,11:58,Morning,BA,BA9486,LHR,FRA,Germany,Europe,SHORT,A320,0,3,177,1,5,21
9/7/2025,11:45,Morning,BA,BA3014,LHR,MUC,Germany,Europe,SHORT,A320,0,8,172,2,0,7
4/1/2025,14:47,Afternoon,BA,BA2864,LHR,JFK,USA,North America,LONG,B777,8,49,178,0,15,50
10/4/2025,19:07,Evening,BA,BA9660,LHR,DFW,USA,North America,LONG,B787,8,48,200,0,5,23
6/10/2025,19:59,Evening,BA,BA3581,LHR,BCN,Spain,Europe,SHORT,A320,0,11,169,0,1,11
9/23/2025,12:57,Lunchtime,BA,BA1336,LHR,CDG,France,Europe,SHORT,A320,0,15,165,0,7,28
5/8/2025,12:44,Lunchtime,BA,BA9695,LHR,AMS,Netherlands,Europe,SHORT,A320,0,10,170,0,8,31
5/6/2025,8:41,Morning,BA,BA1605,LHR,LAX,USA,North America,LONG,A350,0,56,275,0,0,3
8/14/2025,19:14,Evening,BA,BA4263,LHR,IST,Turkey,Europe,SHORT,A320,0,18,162,0,10,35
5/20/2025,22:14,Evening,BA,BA3603,LHR,MAD,Spain,Europe,SHORT,A320,0,2,178,0,2,14
5/26/2025,19:48,Evening,BA,BA5097,LHR,AMS,Netherlands,Europe,SHORT,A320,0,2,178,0,17,57
6/8/2025,19:41,Evening,BA,BA5588,LHR,BCN,Spain,Europe,SHORT,A320,0,1,179,0,11,38
8/22/2025,21:28,Evening,BA,BA9864,LHR,MUC,Germany,Europe,SHORT,A320,0,11,169,0,6,24
8/30/2025,14:23,Afternoon,BA,BA2408,LHR,BCN,Spain,Europe,SHORT,A320,0,13,167,0,4,19
5/10/2025,10:13,Morning,BA,BA1671,LHR,IST,Turkey,Europe,SHORT,A320,0,7,173,2,7,29
9/15/2025,9:41,Morning,BA,BA7903,LHR,CDG,France,Europe,SHORT,A320,0,2,178,0,11,40
10/14/2025,7:41,Morning,BA,BA9891,LHR,DXB,UAE,Middle East,LONG,B787,8,42,166,0,8,30
8/6/2025,10:21,Morning,BA,BA4025,LHR,VIE,Austria,Europe,SHORT,A320,0,14,166,1,7,27
9/16/2025,14:20,Afternoon,BA,BA6474,LHR,DFW,USA,North America,LONG,B777,0,32,300,1,8,31
8/19/2025,13:53,Lunchtime,BA,BA1092,LHR,FRA,Germany,Europe,SHORT,A320,0,7,173,1,4,21
8/6/2025,22:17,Evening,BA,BA7656,LHR,VIE,Austria,Europe,SHORT,A320,0,14,166,1,6,25
4/20/2025,22:58,Evening,BA,BA6260,LHR,LAX,USA,North America,LONG,A350,0,56,275,2,0,0
6/30/2025,8:17,Morning,BA,BA1031,LHR,IST,Turkey,Europe,SHORT,A320,0,3,177,0,13,45
10/4/2025,11:37,Morning,BA,BA5421,LHR,MAD,Spain,Europe,SHORT,A320,0,8,172,4,9,35
4/1/2025,21:58,Evening,BA,BA8046,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,14,166,1,4,18
8/18/2025,10:45,Morning,BA,BA2109,LHR,IST,Turkey,Europe,SHORT,A320,0,4,176,0,18,60
9/1/2025,19:43,Evening,BA,BA2965,LHR,DXB,UAE,Middle East,LONG,B777,0,32,300,1,8,32
8/26/2025,22:48,Evening,BA,BA6521,LHR,JFK,USA,North America,LONG,A380,14,97,358,1,2,14
6/1/2025,6:00,Morning,BA,BA9437,LHR,VIE,Austria,Europe,SHORT,A320,0,15,165,0,12,44
6/11/2025,14:25,Afternoon,BA,BA1778,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,12,168,0,10,37
10/9/2025,22:17,Evening,BA,BA5783,LHR,DFW,USA,North America,LONG,B787,0,31,173,3,10,36
7/30/2025,18:43,Evening,BA,BA1851,LHR,JFK,USA,North America,LONG,A350,0,56,275,0,5,24
6/25/2025,8:35,Morning,BA,BA3134,LHR,MUC,Germany,Europe,SHORT,A320,0,16,164,0,10,37
5/3/2025,7:44,Morning,BA,BA5865,LHR,ORD,USA,North America,LONG,B787,8,42,166,1,6,26
6/11/2025,22:26,Evening,BA,BA8240,LHR,BCN,Spain,Europe,SHORT,A320,0,3,177,0,11,39
6/11/2025,14:10,Afternoon,BA,BA5077,LHR,MUC,Germany,Europe,SHORT,A320,0,18,162,0,0,1
10/13/2025,10:33,Morning,BA,BA6548,LHR,MAD,Spain,Europe,SHORT,A320,0,12,168,1,5,24
10/2/2025,18:23,Evening,BA,BA2195,LHR,JFK,USA,North America,LONG,B777,8,49,178,1,17,57
6/20/2025,12:07,Lunchtime,BA,BA8707,LHR,ORD,USA,North America,LONG,B777,0,32,304,0,4,18
4/29/2025,15:17,Afternoon,BA,BA9867,LHR,IST,Turkey,Europe,SHORT,A320,0,9,171,3,4,21
10/17/2025,9:24,Morning,BA,BA8896,LHR,JFK,USA,North America,LONG,B777,0,32,300,0,5,23
5/2/2025,8:06,Morning,BA,BA6119,LHR,VIE,Austria,Europe,SHORT,A320,0,5,175,0,1,11
8/1/2025,19:49,Evening,BA,BA4521,LHR,DXB,UAE,Middle East,LONG,B777,0,32,304,0,0,0
4/27/2025,9:20,Morning,BA,BA6378,LHR,DFW,USA,North America,LONG,B777,8,49,178,0,7,27
5/12/2025,21:01,Evening,BA,BA1874,LHR,MUC,Germany,Europe,SHORT,A320,0,0,180,0,9,32
10/2/2025,14:03,Afternoon,BA,BA2802,LHR,AMS,Netherlands,Europe,SHORT,A320,0,1,179,0,7,29
6/15/2025,16:25,Afternoon,BA,BA5456,LHR,ORD,USA,North America,LONG,A350,0,56,275,1,7,28
7/4/2025,20:16,Evening,BA,BA4206,LHR,IST,Turkey,Europe,SHORT,A320,0,16,164,0,8,31
4/27/2025,21:12,Evening,BA,BA7626,LHR,HND,Japan,Asia,LONG,B787,0,31,173,1,13,46
7/30/2025,22:46,Evening,BA,BA6682,LHR,MAD,Spain,Europe,SHORT,A320,0,18,162,0,7,27
4/23/2025,14:03,Afternoon,BA,BA5882,LHR,ORD,USA,North America,LONG,A380,14,97,358,4,5,21
4/26/2025,19:50,Evening,BA,BA7629,LHR,IST,Turkey,Europe,SHORT,A320,0,20,160,0,6,26
6/2/2025,9:09,Morning,BA,BA2197,LHR,JFK,USA,North America,LONG,B777,8,49,178,0,11,39
9/16/2025,7:29,Morning,BA,BA1709,LHR,AMS,Netherlands,Europe,SHORT,A320,0,16,164,0,15,52
5/20/2025,20:05,Evening,BA,BA2672,LHR,FRA,Germany,Europe,SHORT,A320,0,12,168,2,4,21
5/20/2025,9:27,Morning,BA,BA7249,LHR,BCN,Spain,Europe,SHORT,A320,0,13,167,1,8,32
6/21/2025,19:59,Evening,BA,BA3303,LHR,MUC,Germany,Europe,SHORT,A320,0,11,169,0,10,36
7/11/2025,8:22,Morning,BA,BA1779,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,2,178,0,2,15
5/1/2025,13:27,Lunchtime,BA,BA8494,LHR,HND,Japan,Asia,LONG,A350,0,56,275,0,8,31
7/29/2025,7:48,Morning,BA,BA6017,LHR,FRA,Germany,Europe,SHORT,A320,0,1,179,3,0,7
4/28/2025,8:11,Morning,BA,BA4039,LHR,VIE,Austria,Europe,SHORT,A320,0,17,163,2,0,3
9/14/2025,14:58,Afternoon,BA,BA5380,LHR,FRA,Germany,Europe,SHORT,A320,0,3,177,4,10,36
10/24/2025,20:22,Evening,BA,BA8945,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,8,172,2,6,24
7/11/2025,19:11,Evening,BA,BA2452,LHR,JFK,USA,North America,LONG,A380,14,97,358,2,9,33
9/18/2025,13:18,Lunchtime,BA,BA2792,LHR,LAX,USA,North America,LONG,B787,8,48,200,0,8,30
8/25/2025,10:53,Morning,BA,BA2358,LHR,HND,Japan,Asia,LONG,B787,0,31,173,1,2,15
8/5/2025,16:27,Afternoon,BA,BA3596,LHR,VIE,Austria,Europe,SHORT,A320,0,20,160,1,8,30
5/13/2025,20:48,Evening,BA,BA7212,LHR,HND,Japan,Asia,LONG,A380,14,97,358,3,1,11
10/26/2025,10:12,Morning,BA,BA6809,LHR,HND,Japan,Asia,LONG,A380,14,97,358,0,15,52
4/9/2025,7:40,Morning,BA,BA5540,LHR,DXB,UAE,Middle East,LONG,B777,8,49,178,0,0,9
8/3/2025,20:42,Evening,BA,BA3112,LHR,MAD,Spain,Europe,SHORT,A320,0,1,179,0,7,27
4/23/2025,7:02,Morning,BA,BA5359,LHR,ORD,USA,North America,LONG,B787,0,35,179,1,2,14
6/22/2025,15:27,Afternoon,BA,BA8471,LHR,ORD,USA,North America,LONG,B777,8,49,178,0,11,39
4/3/2025,7:19,Morning,BA,BA8216,LHR,IST,Turkey,Europe,SHORT,A320,0,8,172,0,6,25
8/10/2025,22:15,Evening,BA,BA7044,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,8,172,0,5,22
5/15/2025,9:23,Morning,BA,BA6614,LHR,MAD,Spain,Europe,SHORT,A320,0,9,171,0,12,44
4/3/2025,9:48,Morning,BA,BA5330,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,8,172,0,8,31
7/24/2025,20:12,Evening,BA,BA3750,LHR,MAD,Spain,Europe,SHORT,A320,0,19,161,0,11,38
6/1/2025,15:52,Afternoon,BA,BA6364,LHR,HND,Japan,Asia,LONG,B787,8,42,166,2,2,15
10/3/2025,14:31,Afternoon,BA,BA3272,LHR,FRA,Germany,Europe,SHORT,A320,0,2,178,1,0,8
8/5/2025,10:44,Morning,BA,BA5034,LHR,HND,Japan,Asia,LONG,A350,0,56,275,0,8,32
7/2/2025,20:39,Evening,BA,BA2928,LHR,VIE,Austria,Europe,SHORT,A320,0,14,166,1,6,25
10/11/2025,7:56,Morning,BA,BA8035,LHR,BCN,Spain,Europe,SHORT,A320,0,11,169,1,11,40
7/20/2025,20:41,Evening,BA,BA7188,LHR,HND,Japan,Asia,LONG,B777,8,49,178,0,7,29
5/2/2025,17:31,Afternoon,BA,BA2004,LHR,HND,Japan,Asia,LONG,B777,8,49,178,0,9,33
6/26/2025,18:44,Evening,BA,BA7919,LHR,MUC,Germany,Europe,SHORT,A320,0,0,180,0,0,5
9/7/2025,11:03,Morning,BA,BA6416,LHR,BCN,Spain,Europe,SHORT,A320,0,13,167,0,18,60
10/1/2025,8:35,Morning,BA,BA9836,LHR,ORD,USA,North America,LONG,A380,14,97,358,1,7,28
7/20/2025,10:06,Morning,BA,BA6676,LHR,AMS,Netherlands,Europe,SHORT,A320,0,13,167,0,12,41
8/3/2025,9:46,Morning,BA,BA8635,LHR,DXB,UAE,Middle East,LONG,B787,0,31,173,0,3,17
